state,jjm_district,jjm_block,jjm_panchayat_id,jjm_panchayat,jjm_village_id,jjm_village,lgd_village_id,lgd_village,district_from_header,source_file,serial_no,shrug_village_id,shrug_shrid2,shrug_village_name,shrug_district,shrug_subdistrict,shrug_lgd_gp_code,shrug_gp_name
Karnataka,Kolar,Malur,62651,Thrunasi,155230,THYAGANADODDI,622351,Thyaganadoddi,Kolar,Kolar.xls,1419,622351.0,11-29-581-05592-622351,thyaganadoddi,kolar,malur,218987.0,Thrunasi
Karnataka,Kolar,Kolar,62623,Arabi Kothanur,154974,Thyavanahalli,621862,Thyavanahalli,Kolar,Kolar.xls,1420,621862.0,11-29-581-05591-621862,thyavanahalli,kolar,kolar,218925.0,Arabilkothanur
Karnataka,Kolar,Bangarapet,62502,Inorahosahalli,153913,Thyranahalli,622500,Thyranahalli,Kolar,Kolar.xls,1421,622500.0,11-29-581-05593-622500,thyranahalli,kolar,bangarapet,218803.0,Inora Hosahalli
Karnataka,Kolar,Kolar,62616,Vadagur,154904,Timmasandra,622072,Thimmasandra,Kolar,Kolar.xls,1422,622072.0,11-29-581-05591-622072,thimmasandra,kolar,kolar,218957.0,Vadagur
Karnataka,Kolar,Mulbagal,62691,Mudigere,155636,Tippadoddi,623107,Thippadoddi,Kolar,Kolar.xls,1423,623107.0,11-29-581-05594-623107,thippadoddi,kolar,mulbagal,219007.0,Mudigere
Karnataka,Kolar,Kolar,62634,Vokkaleri,155061,Tirumalakoppa,621883,Thirumalakoppa,Kolar,Kolar.xls,1424,621883.0,11-29-581-05591-621883,thirumalakoppa,kolar,kolar,218959.0,Vokkaleri
Karnataka,Kolar,Kolar,62639,Settihalli,155107,Tokalaghatta,621782,Thokalagatta,Kolar,Kolar.xls,1425,621782.0,11-29-581-05591-621782,thokalagatta,kolar,kolar,218950.0,Settihalli
Karnataka,Kolar,Mulbagal,62677,Balla,155485,Toradi,623015,Thoradi,Kolar,Kolar.xls,1426,623015.0,11-29-581-05594-623015,thoradi,kolar,mulbagal,218993.0,Balla
Karnataka,Kolar,Kolar,62626,Belamaranahalli,154999,Torana Kambadahalli,621796,Thoranakambadahalli,Kolar,Kolar.xls,1427,621796.0,11-29-581-05591-621796,thoranakambadahalli,kolar,kolar,218928.0,Belamaranahalli
Karnataka,Kolar,Malur,62651,Thrunasi,155228,TRUNSI,622350,Thrunasi,Kolar,Kolar.xls,1428,622350.0,11-29-581-05592-622350,thrunasi,kolar,malur,218987.0,Thrunasi
Karnataka,Kolar,K G F,62476,Kysamballi,153658,TUKAL,622816,Thookal,Kolar,Kolar.xls,1429,622816.0,11-29-581-05593-622816,thookal,kolar,bangarapet,218810.0,Kysamballi
Karnataka,Kolar,Kolar,62608,Bellur,154847,Uddappanahalli,621826,Uddappanahalli,Kolar,Kolar.xls,1430,621826.0,11-29-581-05591-621826,uddappanahalli,kolar,kolar,218929.0,Bellur
Karnataka,Kolar,Mulbagal,62691,Mudigere,155637,Ugani,623108,Ugani,Kolar,Kolar.xls,1431,623108.0,11-29-581-05594-623108,ugani,kolar,mulbagal,219007.0,Mudigere
Karnataka,Kolar,Bangarapet,62484,Budikote,153743,UKKUNDA,622541,Ukkunda,Kolar,Kolar.xls,1432,622541.0,11-29-581-05593-622541,ukkunda,kolar,bangarapet,218790.0,Budikote
Karnataka,Kolar,Malur,62665,K.G.HALLI,155383,Ullerahalli,622407,Ullerahalli,Kolar,Kolar.xls,1433,622407.0,11-29-581-05592-622407,ullerahalli,kolar,malur,218974.0,Kavala Giriyana Halli (K.G. Halli)
Karnataka,Kolar,Malur,62652,Nosagere,155249,UPASAPURA,622436,Upasapura,Kolar,Kolar.xls,1434,,,,,,,
Karnataka,Kolar,Bangarapet,62491,Yelesandra,153817,Upasapura,622569,Upasapura,Kolar,Kolar.xls,1435,622569.0,11-29-581-05593-622569,upasapura,kolar,bangarapet,218823.0,Yelesandra
Karnataka,Kolar,Srinivaspur,62756,Lakshmipura,156219,Upparapalli,621526,Upparapalli,Kolar,Kolar.xls,1436,621526.0,11-29-581-05590-621526,upparapalli,kolar,srinivaspur,219056.0,Lakshmipura
Karnataka,Kolar,Srinivaspur,62756,Lakshmipura,703723,UPPARAPALLI,621425,UPPARAPALLI,Kolar,Kolar.xls,1437,621425.0,11-29-581-05590-621425,upparapalli,kolar,srinivaspur,219069.0,Yerramvariapalli
Karnataka,Kolar,Kolar,62614,Uragili,700943,UPPUKUNTE,621934,UPPUKUNTE,Kolar,Kolar.xls,1438,621934.0,11-29-581-05591-621934,uppakunte,kolar,kolar,218956.0,Uragili
Karnataka,Kolar,Srinivaspur,62767,Kolathur,156337,Uppukunte,621732,Uppakunte,Kolar,Kolar.xls,1439,621732.0,11-29-581-05590-621732,uppakunte,kolar,srinivaspur,219054.0,Kolathur
Karnataka,Kolar,Kolar,62614,Uragili,154887,Uragali,621926,Urigili,Kolar,Kolar.xls,1440,621926.0,11-29-581-05591-621926,urigili,kolar,kolar,218956.0,Uragili
Karnataka,Kolar,Kolar,62635,Thotli,155070,Urati Agrahara,621907,Urati Agrahara,Kolar,Kolar.xls,1441,621907.0,11-29-581-05591-621907,urati agrahara,kolar,kolar,218955.0,Thotli
Karnataka,Kolar,Kolar,62641,Channasandra,155124,Urati Agrahara,621747,Orati Agrahara,Kolar,Kolar.xls,1442,621747.0,11-29-581-05591-621747,orati agrahara,kolar,kolar,218930.0,Channasandra
Karnataka,Kolar,Malur,62665,K.G.HALLI,155375,URUGURKI,622382,Vurugurki,Kolar,Kolar.xls,1443,622382.0,11-29-581-05592-622382,vurugurki,kolar,malur,218974.0,Kavala Giriyana Halli (K.G. Halli)
Karnataka,Kolar,Mulbagal,62701,Uttanur,155730,Utthanur,622888,Uthanur,Kolar,Kolar.xls,1444,622888.0,11-29-581-05594-622888,uthanur,kolar,mulbagal,219017.0,Uttanur
Karnataka,Kolar,Mulbagal,62676,Avani,155472,V. Guttahalli,622915,V.Guttahalli,Kolar,Kolar.xls,1445,622915.0,11-29-581-05594-622915,v guttahalli,kolar,mulbagal,218992.0,Avani
Karnataka,Kolar,Mulbagal,62700,Thimmaravuthanahalli,155720,V. Kurubarahalli,623162,V.Kurubarahalli,Kolar,Kolar.xls,1446,623162.0,11-29-581-05594-623162,v kurubarahalli,kolar,mulbagal,219015.0,Thimmaravuthanahalli
Karnataka,Kolar,Mulbagal,62701,Uttanur,155731,V. Nagireddihalli,622890,V.Nagireddihalli,Kolar,Kolar.xls,1447,622890.0,11-29-581-05594-622890,v nagireddihalli,kolar,mulbagal,219017.0,Uttanur
Karnataka,Kolar,Malur,236398,DODDA SHIVARA,589572,VADAGANAHALLI,622153,Vadaganahalli,Kolar,Kolar.xls,1448,622153.0,11-29-581-05592-622153,vadaganahalli,kolar,malur,218968.0,Doddashivara
Karnataka,Kolar,Kolar,62621,Muduvathi,154955,Vadagere,621891,Vadagere,Kolar,Kolar.xls,1449,621891.0,11-29-581-05591-621891,vadagere,kolar,kolar,218947.0,Muduvathi
Karnataka,Kolar,Kolar,62616,Vadagur,154895,Vadagur,622062,Vadagur,Kolar,Kolar.xls,1450,622062.0,11-29-581-05591-622062,vadagur,kolar,kolar,218957.0,Vadagur
Karnataka,Kolar,Bangarapet,62500,Mava Halli,153893,Vadandahalli,622652,Vadandahalli,Kolar,Kolar.xls,1451,622652.0,11-29-581-05593-622652,vadandahalli,kolar,bangarapet,218813.0,Mava Halli
Karnataka,Kolar,K G F,62487,Hulkooru,153778,VADDAHALLI,622704,Vaddahalli,Kolar,Kolar.xls,1452,622704.0,11-29-581-05593-622704,vaddahalli,kolar,bangarapet,218801.0,Hulkooru
Karnataka,Kolar,K G F,236409,RAMASAGARA,589769,VADDARAHALLI,622776,Vaddarahalli,Kolar,Kolar.xls,1453,622776.0,11-29-581-05593-622776,vaddarahalli,kolar,bangarapet,218816.0,Ramasagara
Karnataka,Kolar,Srinivaspur,62770,Lakshmisagara,156366,Vadigepalli (s),621726,Vadigepalli (S),Kolar,Kolar.xls,1454,621726.0,11-29-581-05590-621726,vadigepalli s,kolar,srinivaspur,219057.0,Lakshmisagara
Karnataka,Kolar,Mulbagal,62689,Mallanayakanahalli,155606,Vajranagenahalli,623130,Vajranagenahalli,Kolar,Kolar.xls,1455,623130.0,11-29-581-05594-623130,vajranagenahalli,kolar,mulbagal,219005.0,Mallanayakanahalli
Karnataka,Kolar,Kolar,62634,Vokkaleri,155060,Vakkaleri,621881,Vokkaleri,Kolar,Kolar.xls,1456,621881.0,11-29-581-05591-621881,vokkaleri,kolar,kolar,218959.0,Vokkaleri
Karnataka,Kolar,Srinivaspur,62776,Dalasanur,156442,Valageranahalli,621686,Valagernahalli,Kolar,Kolar.xls,1457,621686.0,11-29-581-05590-621686,valagernahalli,kolar,srinivaspur,219049.0,Dalasanur
Karnataka,Kolar,Mulbagal,62684,H. Gollahalli,637465,Vammasandra,622872,Vommasandra,Kolar,Kolar.xls,1458,622872.0,11-29-581-05594-622872,vommasandra,kolar,mulbagal,219000.0,H.Gollahalli
Karnataka,Kolar,Kolar,62642,Muduwadi,155131,Vanarasi,621936,Vanarasi,Kolar,Kolar.xls,1459,621936.0,11-29-581-05591-621936,vanarasi,kolar,kolar,218946.0,Muduvadi
Karnataka,Kolar,Srinivaspur,62759,Kurigepalli,156255,Vangisivaripalli,621396,Vangasavaripalli,Kolar,Kolar.xls,1460,621396.0,11-29-581-05590-621396,vangasavaripalli,kolar,srinivaspur,219055.0,Kurigepalli
Karnataka,Kolar,Mulbagal,62701,Uttanur,155732,Vaniganahalli,622902,Vaniganahalli,Kolar,Kolar.xls,1461,622902.0,11-29-581-05594-622902,vaniganahalli,kolar,mulbagal,219017.0,Uttanur
Karnataka,Kolar,Malur,62655,D.N.DODDI,155277,VAPPACHAHALLI,622270,Voppachahalli,Kolar,Kolar.xls,1462,622270.0,11-29-581-05592-622270,voppachahalli,kolar,malur,218966.0,Dadinaikanahallidoddi
Karnataka,Kolar,Mulbagal,62679,Devarayasamudra,155511,VARADAGANAHALLI,622917,Varadaganahalli,Kolar,Kolar.xls,1463,622917.0,11-29-581-05594-622917,varadaganahalli,kolar,mulbagal,218995.0,Devarayasamudra
Karnataka,Kolar,Malur,62660,HUNGENAHALLI,589607,VARADANAHALLI,622128,VARADANAHALLI,Kolar,Kolar.xls,1464,622128.0,11-29-581-05592-622128,vardenahalli,kolar,malur,218972.0,Hungenahalli
Karnataka,Kolar,Malur,62647,HASANDAHALLI,155178,Varadapura,622318,Varadapura,Kolar,Kolar.xls,1465,622318.0,11-29-581-05592-622318,varadapura,kolar,malur,218969.0,Hasandahalli
Karnataka,Kolar,Bangarapet,62488,Magondi,153786,Varadapura,622539,Varadapura,Kolar,Kolar.xls,1466,622539.0,11-29-581-05593-622539,varadapura,kolar,bangarapet,218811.0,Magondi
Karnataka,Kolar,Kolar,62622,Marjenahalli,154964,Varadenahalli,622002,Varadenahalli,Kolar,Kolar.xls,1467,622002.0,11-29-581-05591-622002,varadenahalli,kolar,kolar,218945.0,Marjenahalli
Karnataka,Kolar,Srinivaspur,62766,Nanbihalli,156329,Vartanahalli,621651,Varatanahalli,Kolar,Kolar.xls,1468,621651.0,11-29-581-05590-621651,varatanahalli,kolar,srinivaspur,219061.0,Nanbihalli
Karnataka,Kolar,Bangarapet,62503,CHIKKAAKKDAHALLI,153928,Vatrakunte,622469,Vattrakunte,Kolar,Kolar.xls,1469,622469.0,11-29-581-05593-622469,vattrakunte,kolar,bangarapet,218791.0,Chikka Ankandahally
Karnataka,Kolar,Malur,62664,Tekal,155367,VEERAKAPUTRA,622388,Veerakaputra,Kolar,Kolar.xls,1470,622388.0,11-29-581-05592-622388,veerakaputra,kolar,malur,218985.0,Tekal
Karnataka,Kolar,Malur,62666,ARALERI,155256,VEERAPURA,622188,VEERAPURA,Kolar,Kolar.xls,1471,622188.0,11-29-581-05592-622188,veerapura,kolar,malur,218983.0,Santehalli
Karnataka,Kolar,Kolar,62620,Seeti,154939,Veerapura,621778,Veerapura,Kolar,Kolar.xls,1472,621778.0,11-29-581-05591-621778,veerapura,kolar,kolar,218949.0,Seeti
Karnataka,Kolar,Kolar,62633,Thoradevandahalli,155054,Veerapura,621995,Veerapura,Kolar,Kolar.xls,1473,621995.0,11-29-581-05591-621995,veerapura,kolar,kolar,218954.0,Thoradevanda Halli
Karnataka,Kolar,Mulbagal,62673,Alangur,155449,Veerasandra,623022,Veerasandra,Kolar,Kolar.xls,1474,623022.0,11-29-581-05594-623022,veerasandra,kolar,mulbagal,218989.0,Alangur
Karnataka,Kolar,Mulbagal,62695,O.mittur,155667,Veerashettihalli,622973,Veerasettihalli,Kolar,Kolar.xls,1475,622973.0,11-29-581-05594-622973,veerasettihalli,kolar,mulbagal,219016.0,Urukuntemittur
Karnataka,Kolar,Srinivaspur,62753,Hodali,156182,Veerathimmanahalli,621609,Veerthimmanahalli,Kolar,Kolar.xls,1476,621609.0,11-29-581-05590-621609,veerthimmanahalli,kolar,srinivaspur,219051.0,Hodali
Karnataka,Kolar,Kolar,62612,Ammanallur,154876,Veerenahalli,621756,Veerenahalli,Kolar,Kolar.xls,1477,621756.0,11-29-581-05591-621756,veerenahalli,kolar,kolar,218924.0,Ammanallur
Karnataka,Kolar,K G F,62479,Kangandlahalli,153694,VEERSANDRA,622792,Veerasandra,Kolar,Kolar.xls,1478,622792.0,11-29-581-05593-622792,veerasandra,kolar,bangarapet,218807.0,Kangandlahalli
Karnataka,Kolar,Mulbagal,62700,Thimmaravuthanahalli,155721,Vegamadagu,623164,Vegamadagu,Kolar,Kolar.xls,1479,623164.0,11-29-581-05594-623164,vegamadagu,kolar,mulbagal,219015.0,Thimmaravuthanahalli
Karnataka,Kolar,Kolar,62618,Madanahalli,154921,Velagalabure,621897,Velagalaburre,Kolar,Kolar.xls,1480,621897.0,11-29-581-05591-621897,velagalaburre,kolar,kolar,218942.0,Madanahalli
Karnataka,Kolar,Kolar,62643,Vemagal,155137,Vemgal,621798,Vemagal,Kolar,Kolar.xls,1481,621798.0,11-29-581-05591-621798,vemagal,kolar,kolar,301054.0,Vemgal-Kurugol
Karnataka,Kolar,Srinivaspur,62773,Addagal,156402,Vempalli,621421,Vempalli,Kolar,Kolar.xls,1482,621421.0,11-29-581-05590-621421,vempalli,kolar,srinivaspur,219045.0,Addagal
Karnataka,Kolar,K G F,62506,VENGASANDRA,153944,VENGASANDRA,622773,Vengasandra,Kolar,Kolar.xls,1483,622773.0,11-29-581-05593-622773,vengasandra,kolar,bangarapet,218822.0,Vengasandra
Karnataka,Kolar,Malur,62645,Huladenahalli,155158,Venkata Rajanahalli,622433,Venkatarajanahalli,Kolar,Kolar.xls,1484,622433.0,11-29-581-05592-622433,venkatarajanahalli,kolar,malur,218970.0,Huladenahalli
Karnataka,Kolar,Malur,62647,HASANDAHALLI,155386,VENKATAPURA,622357,VENKATAPURA,Kolar,Kolar.xls,1485,,,,,,,
Karnataka,Kolar,Mulbagal,62694,Nangli,155657,Venkatapura,623092,Venkatapura,Kolar,Kolar.xls,1486,623092.0,11-29-581-05594-623092,venkatapura,kolar,mulbagal,219007.0,Mudigere
Karnataka,Kolar,Kolar,62623,Arabi Kothanur,154977,Venkatapura,622063,Venkatapura,Kolar,Kolar.xls,1487,622063.0,11-29-581-05591-622063,venkatapura,kolar,kolar,218957.0,Vadagur
Karnataka,Kolar,Kolar,62616,Vadagur,589735,Venkatapura,621859,Venkatapura,Kolar,Kolar.xls,1488,621859.0,11-29-581-05591-621859,venkatapura,kolar,kolar,218925.0,Arabilkothanur
Karnataka,Kolar,Malur,62665,K.G.HALLI,694232,VENKATAPURA,621685,VENKATAPURA,Kolar,Kolar.xls,1489,,,,,,,
Karnataka,Kolar,Bangarapet,62500,Mava Halli,153896,Venugopalapura,622471,Venugopalapura,Kolar,Kolar.xls,1490,622471.0,11-29-581-05593-622471,venugopalapura,kolar,bangarapet,218813.0,Mava Halli
Karnataka,Kolar,Bangarapet,62485,KAMASAMUDRA,153751,Vettigallu,622610,Vattigal,Kolar,Kolar.xls,1491,622610.0,11-29-581-05593-622610,vattigal,kolar,bangarapet,218805.0,Kamasamudra
Karnataka,Kolar,Mulbagal,62677,Balla,155486,Vijalapura,622925,Vijalapura,Kolar,Kolar.xls,1492,622925.0,11-29-581-05594-622925,vijalapura,kolar,mulbagal,218993.0,Balla
Karnataka,Kolar,Kolar,62609,Huttur,154855,Vittappanahalli,622053,Vittappanahalli,Kolar,Kolar.xls,1493,622053.0,11-29-581-05591-622053,vittappanahalli,kolar,kolar,218936.0,Huttur
Karnataka,Kolar,Srinivaspur,62766,Nanbihalli,156325,Y. Agrahara,621654,Agrahara,Kolar,Kolar.xls,1494,621654.0,11-29-581-05590-621654,agrahara,kolar,srinivaspur,219061.0,Nanbihalli
Karnataka,Kolar,Srinivaspur,62766,Nanbihalli,156323,Y. Hosakote,621652,Y.Hosakote,Kolar,Kolar.xls,1495,621652.0,11-29-581-05590-621652,y hosakote,kolar,srinivaspur,219061.0,Nanbihalli
Karnataka,Kolar,Bangarapet,62484,Budikote,153748,Yachamanahalli,622570,Yachamanahalli,Kolar,Kolar.xls,1496,622570.0,11-29-581-05593-622570,yachamanahalli,kolar,bangarapet,218790.0,Budikote
Karnataka,Kolar,Mulbagal,62673,Alangur,155450,Yachana Kogileru,623002,Yachana Kogileri,Kolar,Kolar.xls,1497,623002.0,11-29-581-05594-623002,yachana kogileri,kolar,mulbagal,218989.0,Alangur
Karnataka,Kolar,Srinivaspur,62754,Arikunte,156189,Yachanahalli,621591,Yachanapalli,Kolar,Kolar.xls,1498,621591.0,11-29-581-05590-621591,yachanapalli,kolar,srinivaspur,219046.0,Arikunte
Karnataka,Kolar,Srinivaspur,62759,Kurigepalli,156259,Yadaganapalli,621419,Yadaganapalli,Kolar,Kolar.xls,1499,621419.0,11-29-581-05590-621419,yadaganapalli,kolar,srinivaspur,219055.0,Kurigepalli
Karnataka,Kolar,Mulbagal,62683,Gummakal,155553,Yadahalli,623189,Yadapalli,Kolar,Kolar.xls,1500,623189.0,11-29-581-05594-623189,yadapalli,kolar,mulbagal,218996.0,Dhoolappalli
Karnataka,Kolar,Mulbagal,62675,Angondahalli,155468,Yadahalli,622950,Yadahalli,Kolar,Kolar.xls,1501,622950.0,11-29-581-05594-622950,yadahalli,kolar,mulbagal,218991.0,Angondahalli
Karnataka,Kolar,Kolar,62633,Thoradevandahalli,155059,Yadahalli,621993,Yadahalli,Kolar,Kolar.xls,1502,621993.0,11-29-581-05591-621993,yadahalli,kolar,kolar,218954.0,Thoradevanda Halli
Karnataka,Kolar,Srinivaspur,62770,Lakshmisagara,156367,Yadarur,621725,Yadarur,Kolar,Kolar.xls,1503,621725.0,11-29-581-05590-621725,yadarur,kolar,srinivaspur,219057.0,Lakshmisagara
Karnataka,Kolar,Srinivaspur,62773,Addagal,156399,Yagavachintapalli,621462,Yagavachinthapalli,Kolar,Kolar.xls,1504,621462.0,11-29-581-05590-621462,yagavachinthapalli,kolar,srinivaspur,219045.0,Addagal
Karnataka,Kolar,Bangarapet,62499,Karahalli,153888,Yalaburgi,622494,Yelaburgi,Kolar,Kolar.xls,1505,622494.0,11-29-581-05593-622494,yelaburgi,kolar,bangarapet,218808.0,Karahalli
Karnataka,Kolar,Mulbagal,62679,Devarayasamudra,155512,Yalagondahalli,622942,Yalagondahalli,Kolar,Kolar.xls,1506,622942.0,11-29-581-05594-622942,yalagondahalli,kolar,mulbagal,218995.0,Devarayasamudra
Karnataka,Kolar,Malur,62665,K.G.HALLI,155387,Yaluvaguli,622423,Yaluvaguli,Kolar,Kolar.xls,1507,622423.0,11-29-581-05592-622423,yaluvaguli,kolar,malur,218974.0,Kavala Giriyana Halli (K.G. Halli)
Karnataka,Kolar,Mulbagal,62674,Amblikal,155458,Yaluvahalli,622985,Yaluvahalli,Kolar,Kolar.xls,1508,622985.0,11-29-581-05594-622985,yaluvahalli,kolar,mulbagal,218990.0,Amblikal
Karnataka,Kolar,Malur,62659,BANAHALLI,155324,Yaluvahalli,622412,Yaluvahalli,Kolar,Kolar.xls,1509,622412.0,11-29-581-05592-622412,yaluvahalli,kolar,malur,218963.0,Banahalli
Karnataka,Kolar,Bangarapet,62502,Inorahosahalli,153920,Yaluvahalli,622497,Yaluvahalli,Kolar,Kolar.xls,1510,622497.0,11-29-581-05593-622497,yaluvahalli,kolar,bangarapet,218803.0,Inora Hosahalli
Karnataka,Kolar,Srinivaspur,62768,Muttakapali,156352,Yammanur,621705,Yammanuru,Kolar,Kolar.xls,1511,621705.0,11-29-581-05590-621705,yammanuru,kolar,srinivaspur,219060.0,Muttakapali
Karnataka,Kolar,Mulbagal,62701,Uttanur,155733,Yanadagollahalli,622905,Yanadigollahalli,Kolar,Kolar.xls,1512,622905.0,11-29-581-05594-622905,yanadigollahalli,kolar,mulbagal,219017.0,Uttanur
Karnataka,Kolar,Kolar,62609,Huttur,154854,Yanadahalli,622054,Yanadahalli,Kolar,Kolar.xls,1513,622054.0,11-29-581-05591-622054,yanadahalli,kolar,kolar,218936.0,Huttur
Karnataka,Kolar,Srinivaspur,62777,Rayalpad,156454,Yandaguttapalli,621472,Yendaguttapalli,Kolar,Kolar.xls,1514,621472.0,11-29-581-05590-621472,yendaguttapalli,kolar,srinivaspur,219064.0,Rayalpad
Karnataka,Kolar,Bangarapet,62498,Balamande,153884,Yaragola,622593,Yerragola,Kolar,Kolar.xls,1515,622593.0,11-29-581-05593-622593,yerragola,kolar,bangarapet,218788.0,Balamande
Karnataka,Kolar,Kolar,62611,Shapur,154867,Yarangatta,622079,Yaranghatta,Kolar,Kolar.xls,1516,622079.0,11-29-581-05591-622079,yaranghatta,kolar,kolar,218951.0,Shapur
Karnataka,Kolar,Mulbagal,62696,Pitchagudalahalli,155684,Yarrachinnenahalli,623029,Yarraginnenahalli,Kolar,Kolar.xls,1517,623029.0,11-29-581-05594-623029,yarraginnenahalli,kolar,mulbagal,219011.0,Pichaguntlahalli
Karnataka,Kolar,Srinivaspur,62772,Yerramvariapalli,156381,Yarramvaripalli,621424,Yeramvaripalli,Kolar,Kolar.xls,1518,621424.0,11-29-581-05590-621424,yeramvaripalli,kolar,srinivaspur,219069.0,Yerramvariapalli
Karnataka,Kolar,Malur,62667,Kudiyanur,155409,YARRAPPASHETTIHALLI,622203,Yarapasettihalli,Kolar,Kolar.xls,1519,622203.0,11-29-581-05592-622203,yarapasettihalli,kolar,malur,218976.0,Kudiyanur
Karnataka,Kolar,Malur,62671,CHIKKA THIRUPATHI,155430,Yattakodi,622242,Yattakodi,Kolar,Kolar.xls,1520,622242.0,11-29-581-05592-622242,yattakodi,kolar,malur,218965.0,Chikkathirupathi
Karnataka,Kolar,Mulbagal,62680,Dhoolappalli,155517,Yelachepalli,623171,Yalachepalli,Kolar,Kolar.xls,1521,623171.0,11-29-581-05594-623171,yalachepalli,kolar,mulbagal,218996.0,Dhoolappalli
Karnataka,Kolar,Kolar,62622,Marjenahalli,154963,Yelachipura,621999,Yalachipura,Kolar,Kolar.xls,1522,621999.0,11-29-581-05591-621999,yalachipura,kolar,kolar,218945.0,Marjenahalli
Karnataka,Kolar,Srinivaspur,62776,Dalasanur,156438,Yelavahalli,621667,Yaluvahalli,Kolar,Kolar.xls,1523,621667.0,11-29-581-05590-621667,yaluvahalli,kolar,srinivaspur,219049.0,Dalasanur
Karnataka,Kolar,Srinivaspur,62766,Nanbihalli,156324,Yelavakunte,621653,Yaluvakunte,Kolar,Kolar.xls,1524,621653.0,11-29-581-05590-621653,yaluvakunte,kolar,srinivaspur,219061.0,Nanbihalli
Karnataka,Kolar,Kolar,62622,Marjenahalli,154961,Yelavara,621997,Yalavara,Kolar,Kolar.xls,1525,621997.0,11-29-581-05591-621997,yalavara,kolar,kolar,218945.0,Marjenahalli
Karnataka,Kolar,Srinivaspur,62769,Yeldur,156353,Yeldur,621720,Yeldur,Kolar,Kolar.xls,1526,621720.0,11-29-581-05590-621720,yeldur,kolar,srinivaspur,219068.0,Yeldur
Karnataka,Kolar,Bangarapet,62491,Yelesandra,153815,Yelesandra,622561,Yelesandra,Kolar,Kolar.xls,1527,622561.0,11-29-581-05593-622561,yelesandra,kolar,bangarapet,218823.0,Yelesandra
Karnataka,Kolar,Malur,62650,DINNAHALLI,155215,Yelesandra,622333,Yalesandra,Kolar,Kolar.xls,1528,622333.0,11-29-581-05592-622333,yelesandra,kolar,malur,218967.0,Dinnahalli
Karnataka,Kolar,K G F,62480,KAMMASANDRA,153698,YERRANAGANAHALLY,622677,Yerranaganahalli,Kolar,Kolar.xls,1529,622677.0,11-29-581-05593-622677,yerranaganahalli,kolar,bangarapet,218806.0,Kammasandra
Karnataka,Kolar,Malur,62644,Madivala,155150,YESHAVANTHAPURA,622163,Yeswanthapura,Kolar,Kolar.xls,1530,622163.0,11-29-581-05592-622163,yeswanthapura,kolar,malur,218978.0,Chokkandahalli
Karnataka,Kolar,K G F,62497,JAKKARASAKUPPA,153881,YETHUR,622835,Yethur,Kolar,Kolar.xls,1531,622835.0,11-29-581-05593-622835,yethur,kolar,bangarapet,218804.0,Jakkarasakuppa
Karnataka,Kolar,Mulbagal,62700,Thimmaravuthanahalli,155722,Yethurahalli,623153,Ethurahalli,Kolar,Kolar.xls,1532,623153.0,11-29-581-05594-623153,ethurahalli,kolar,mulbagal,219015.0,Thimmaravuthanahalli
Karnataka,Koppal,Koppal,64225,Kaltavarageri,165978,Abbigeri,601817,Abbigeri,Koppal,Koppal.xls,1,601817.0,11-29-560-05467-601817,abbigeri,koppal,koppal,219131.0,Kaltavarageri
Karnataka,Koppal,Gangavathi,64299,CHIKKAJANTHAKAL,166313,Achalapur,601654,Achalapur,Koppal,Koppal.xls,2,601654.0,11-29-560-05466-601654,achalapur,koppal,gangawati,219079.0,Chikkajanthakal
Karnataka,Koppal,Koppal,64231,Shivpur,700596,ACHALAPUR,601839,ACHALAPUR,Koppal,Koppal.xls,3,601839.0,11-29-560-05467-601839,achalapur,koppal,koppal,219142.0,Shivpur
Karnataka,Koppal,Gangavathi,64293,Marali,166298,Acharanarasapur,601651,Acharnarsapur,Koppal,Koppal.xls,4,601651.0,11-29-560-05466-601651,acharnarsapur,koppal,gangawati,219095.0,Marali
Karnataka,Koppal,Koppal,64226,Chikkabommanal,165984,Acharatimmapur,601789,Achartimmapur,Koppal,Koppal.xls,5,601789.0,11-29-560-05467-601789,achartimmapur,koppal,koppal,219117.0,Chikkabommanal
Karnataka,Koppal,KANAKAGIRI,64278,NAVALI,166249,ADAPUR,601670,Adapura,Koppal,Koppal.xls,6,601670.0,11-29-560-05466-601670,adapura,koppal,gangawati,219099.0,Navali
Karnataka,Koppal,KANAKAGIRI,64277,GOURIPUR,166242,ADAVIBHAVI,601566,Advibhavi,Koppal,Koppal.xls,7,601566.0,11-29-560-05466-601566,advibhavi,koppal,gangawati,219082.0,Gouripur
Karnataka,Koppal,Kushtagi,64246,Adavibhavi,166056,Adavibhavi,601444,Advibhavi,Koppal,Koppal.xls,8,601444.0,11-29-560-05465-601444,advibhavi,koppal,kushtagi,219143.0,Adavibhavi
Karnataka,Koppal,Kushtagi,64258,Jumlapur,166134,Adavibhavi,601516,Advibhavi,Koppal,Koppal.xls,9,601516.0,11-29-560-05465-601516,advibhavi,koppal,kushtagi,219155.0,Jumlapur
Karnataka,Koppal,Kukunoor,64324,TALAKAL,166413,ADAVIHALLI,601369,Advihalli,Koppal,Koppal.xls,10,601369.0,11-29-560-05464-601369,advihalli,koppal,yelbarga,219199.0,Talakal
Karnataka,Koppal,Kukunoor,64325,RAJOOR,166415,ADUR,601343,Adoor,Koppal,Koppal.xls,11,601343.0,11-29-560-05464-601343,adoor,koppal,yelbarga,219196.0,Rajoor
