dept,dept_clean,grant_dept,grant_dept_clean,corp,corp_clean,project,project_clean,est_date,est_date_clean,district,district_clean,district_code,taluk,taluk_clean,constituency,constituency_clean,gram_panchayat,gram_panchayat_clean,village,village_clean,habitation,habitation_clean,maintenance_agency,maintenance_agency_clean,op_duration,op_duration_clean,op_duration_from,op_duration_to,rr_no,rr_no_clean,latitude,latitude_clean,longitude,longitude_clean,water_source,water_source_clean,water_source_code,borewell_capacity,borewell_capacity_clean,borewell_capacity_code,unit_capacity,unit_capacity_clean,unit_capacity_code,cost_unit,cost_unit_clean,cost_unit_code,civil_work_details,civil_work_details_clean,cost_civil_work,cost_civil_work_clean,cost_civil_work_code,cost_other_work,cost_other_work_clean,cost_other_work_code,tender_called,tender_called_clean,tender_called_code,maint_agreement,maint_agreement_clean,maint_agreement_code,maint_duration,maint_duration_clean,maint_duration_code,num_bidders,num_bidders_clean,num_bidders_code,install_contract,install_contract_clean,install_contract_code,agency_details,agency_details_clean,accreditation,accreditation_clean,accreditation_code,shutdown_reason,shutdown_reason_clean,num_repairs,num_repairs_clean,num_repairs_code,repair_time_hrs,repair_time_hrs_clean,repair_time_hrs_code,elec_conn_month,elec_conn_month_clean,remarks,remarks_clean,missing_count,corrupted_vars_list,flag_combined,flag_comma_split,flag_decimal_space,flag_six_numbers
RDPR,RDPR,RDPR,RDPR,KRIDL,KRIDL,NRDWP / PRED,NRDWP / PRED,2016-17,2016-17,Dharwad,dharwad,dharwad,Kalaghatagi,Kalaghatagi,Kalaghatagi,Kalaghatagi,Astakatti,Astakatti,Astakatti,Astakatti,Astakatti,Astakatti,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,,,,,ASKMP35912,ASKMP35912,15.099387,15.099387,75.03383100000001,75.03383100000001,Borewell,borewell,borewell,687,687,687,500,500,500,714000,714000,714000,Cabin,cabin,432000,432000,432000,282000,282000,282000,No,no,no,Yes,yes,yes,60 months,60 months,60,NA,,,No,no,no,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,Yes,yes,yes,,,,,,24 Hrs to 48 Hrs,24 hrs to 48 hrs,36,18/9/2016,18/9/2016,,,4,,0,0,0,0
RDPR,RDPR,RDPR,RDPR,KRIDL,KRIDL,NRDWP / PRED,NRDWP / PRED,2016-17,2016-17,Dharwad,dharwad,dharwad,Kalaghatagi,Kalaghatagi,Kalaghatagi,Kalaghatagi,G.Hulikatti,G.Hulikatti,B. Hulikatti,B. Hulikatti,B. Hulikatti,B. Hulikatti,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,,,,,BHMP36388,BHMP36388,15.8586788,15.8586788,75.532712,75.532712,Borewell,borewell,borewell,634,634,634,500,500,500,714000,714000,714000,Cabin,cabin,432000,432000,432000,282000,282000,282000,No,no,no,Yes,yes,yes,60 months,60 months,60,NA,,,No,no,no,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,Yes,yes,yes,,,,,,24 Hrs to 48 Hrs,24 hrs to 48 hrs,36,04sep2016,04sep2016,,,4,,0,0,0,0
RDPR,RDPR,RDPR,RDPR,KRIDL,KRIDL,NRDWP / PRED,NRDWP / PRED,2016-17,2016-17,Dharwad,dharwad,dharwad,Kalaghatagi,Kalaghatagi,Kalaghatagi,Kalaghatagi,devargudihal,devargudihal,Parasapur,Parasapur,Parasapur,Parasapur,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,,,,,PPMP36387,PPMP36387,15.15983,15.15983,75.100156,75.100156,Borewell,borewell,borewell,925,925,925,500,500,500,714000,714000,714000,Cabin,cabin,432000,432000,432000,282000,282000,282000,No,no,no,Yes,yes,yes,60 months,60 months,60,NA,,,No,no,no,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,Yes,yes,yes,,,,,,24 Hrs to 48 Hrs,24 hrs to 48 hrs,36,12sep2016,12sep2016,,,4,,0,0,0,0
RDPR,RDPR,RDPR,RDPR,KRIDL,KRIDL,NRDWP / PRED,NRDWP / PRED,2016-17,2016-17,Dharwad,dharwad,dharwad,Kalaghatagi,Kalaghatagi,Kalaghatagi,Kalaghatagi,G.Hulikatti,G.Hulikatti,Solarkoppa,Solarkoppa,Solarkoppa,Solarkoppa,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,,,,,SLKMP36386,SLKMP36386,15.154107,15.154107,75.086848,75.086848,Borewell,borewell,borewell,793,793,793,500,500,500,714000,714000,714000,Cabin,cabin,432000,432000,432000,282000,282000,282000,No,no,no,Yes,yes,yes,60 months,60 months,60,NA,,,No,no,no,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,Yes,yes,yes,,,,,,24 Hrs to 48 Hrs,24 hrs to 48 hrs,36,20/9/2016,20/9/2016,,,4,,0,0,0,0
RDPR,RDPR,RDPR,RDPR,KRIDL,KRIDL,NRDWP / PRED,NRDWP / PRED,2016-17,2016-17,Dharwad,dharwad,dharwad,Kalaghatagi,Kalaghatagi,Kalaghatagi,Kalaghatagi,Madakihonnalli,Madakihonnalli,Hindasgeri,Hindasgeri,Hindasgeri,Hindasgeri,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,,,,,HDMP36392,HDMP36392,15.17316,15.17316,75.02624900000001,75.02624900000001,Borewell,borewell,borewell,740,740,740,500,500,500,714000,714000,714000,Cabin,cabin,432000,432000,432000,282000,282000,282000,No,no,no,Yes,yes,yes,60 months,60 months,60,NA,,,No,no,no,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,Yes,yes,yes,,,,,,24 Hrs to 48 Hrs,24 hrs to 48 hrs,36,-,,,,4,,0,0,0,0
RDPR,RDPR,RDPR,RDPR,KRIDL,KRIDL,NRDWP / PRED,NRDWP / PRED,2016-17,2016-17,Dharwad,dharwad,dharwad,Kalaghatagi,Kalaghatagi,Kalaghatagi,Kalaghatagi,Ugginakeri,Ugginakeri,Harogeri,Harogeri,Harogeri,Harogeri,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,,,,,HRGMP36195,HRGMP36195,15.13131808,15.13131808,75.150916,75.150916,Borewell,borewell,borewell,819,819,819,500,500,500,714000,714000,714000,Cabin,cabin,432000,432000,432000,282000,282000,282000,No,no,no,Yes,yes,yes,60 months,60 months,60,NA,,,No,no,no,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,Yes,yes,yes,,,,,,24 Hrs to 48 Hrs,24 hrs to 48 hrs,36,-,,,,4,,0,0,0,0
RDPR,RDPR,RDPR,RDPR,KRIDL,KRIDL,NRDWP / PRED,NRDWP / PRED,2016-17,2016-17,Dharwad,dharwad,dharwad,Kalaghatagi,Kalaghatagi,Kalaghatagi,Kalaghatagi,Ugginakeri,Ugginakeri,Chalamatti,Chalamatti,Chalamatti,Chalamatti,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,,,,,CHMP36531,CHMP36531,15.279258,15.279258,75.057647,75.057647,Borewell,borewell,borewell,951,951,951,500,500,500,714000,714000,714000,Cabin,cabin,432000,432000,432000,282000,282000,282000,No,no,no,Yes,yes,yes,60 months,60 months,60,NA,,,No,no,no,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,Yes,yes,yes,,,,,,24 Hrs to 48 Hrs,24 hrs to 48 hrs,36,12sep2016,12sep2016,,,4,,0,0,0,0
RDPR,RDPR,RDPR,RDPR,KRIDL,KRIDL,NRDWP / PRED,NRDWP / PRED,2016-17,2016-17,Dharwad,dharwad,dharwad,Kalaghatagi,Kalaghatagi,Kalaghatagi,Kalaghatagi,Bammigatti,Bammigatti,Nelliharavi Tanda (Rajajinagar),Nelliharavi Tanda (Rajajinagar),Nelliharavi Tanda (Rajajinagar),Nelliharavi Tanda (Rajajinagar),KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,,,,,NLMP39337,NLMP39337,15.4571008,15.4571008,75.116068,75.116068,Borewell,borewell,borewell,925,925,925,500,500,500,714000,714000,714000,Cabin,cabin,432000,432000,432000,282000,282000,282000,No,no,no,Yes,yes,yes,60 months,60 months,60,NA,,,No,no,no,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,Yes,yes,yes,,,,,,24 Hrs to 48 Hrs,24 hrs to 48 hrs,36,07sep2016,07sep2016,,,4,,0,0,0,0
RDPR,RDPR,RDPR,RDPR,KRIDL,KRIDL,NRDWP / PRED,NRDWP / PRED,2016-17,2016-17,Dharwad,dharwad,dharwad,Kalaghatagi,Kalaghatagi,Kalaghatagi,Kalaghatagi,Bammigatti,Bammigatti,Bammigatti,Bammigatti,Bammigatti,Bammigatti,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,,,,,BMMP36849,BMMP36849,15.555392,15.555392,74.58438276,74.58438276,Borewell,borewell,borewell,845,845,845,1000,1000,1000,714000,714000,714000,Cabin,cabin,432000,432000,432000,282000,282000,282000,No,no,no,Yes,yes,yes,60 months,60 months,60,NA,,,No,no,no,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,Yes,yes,yes,,,,,,24 Hrs to 48 Hrs,24 hrs to 48 hrs,36,04nov2016,04nov2016,,,4,,0,0,0,0
RDPR,RDPR,RDPR,RDPR,KRIDL,KRIDL,NRDWP / PRED,NRDWP / PRED,2016-17,2016-17,Dharwad,dharwad,dharwad,Kalaghatagi,Kalaghatagi,Kalaghatagi,Kalaghatagi,Ganjigatti,Ganjigatti,Ganjigatti,Ganjigatti,Ganjigatti,Ganjigatti,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,,,,,GGMP36668,GGMP36668,15.192579,15.192579,75.066896,75.066896,Borewell,borewell,borewell,740,740,740,1000,1000,1000,714000,714000,714000,Cabin,cabin,432000,432000,432000,282000,282000,282000,No,no,no,Yes,yes,yes,60 months,60 months,60,NA,,,No,no,no,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,Yes,yes,yes,,,,,,24 Hrs to 48 Hrs,24 hrs to 48 hrs,36,02dec2016,02dec2016,,,4,,0,0,0,0
RDPR,RDPR,RDPR,RDPR,KRIDL,KRIDL,NRDWP / PRED,NRDWP / PRED,2016-17,2016-17,Dharwad,dharwad,dharwad,Kalaghatagi,Kalaghatagi,Kalaghatagi,Kalaghatagi,Tabakadahonnihalli,Tabakadahonnihalli,Tabakadahonnihalli,Tabakadahonnihalli,Tabakadahonnihalli,Tabakadahonnihalli,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,,,,,TKHMP36675,TKHMP36675,15.145819,15.145819,75.060711,75.060711,Borewell,borewell,borewell,779,779,779,1000,1000,1000,714000,714000,714000,Cabin,cabin,432000,432000,432000,282000,282000,282000,No,no,no,Yes,yes,yes,60 months,60 months,60,NA,,,No,no,no,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,Yes,yes,yes,,,,,,24 Hrs to 48 Hrs,24 hrs to 48 hrs,36,04dec2016,04dec2016,,,4,,0,0,0,0
RDPR,RDPR,RDPR,RDPR,KRIDL,KRIDL,NRDWP / PRED,NRDWP / PRED,2016-17,2016-17,Dharwad,dharwad,dharwad,Kalaghatagi,Kalaghatagi,Kalaghatagi,Kalaghatagi,Ganjigatti,Ganjigatti,Tambur,Tambur,Tambur,Tambur,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,,,,,TBMP35923,TBMP35923,15.549254,15.549254,74.55495984,74.55495984,Borewell,borewell,borewell,938,938,938,500,500,500,714000,714000,714000,Cabin,cabin,432000,432000,432000,282000,282000,282000,No,no,no,Yes,yes,yes,60 months,60 months,60,NA,,,No,no,no,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,Yes,yes,yes,,,,,,24 Hrs to 48 Hrs,24 hrs to 48 hrs,36,05sep2016,05sep2016,,,4,,0,0,0,0
RDPR,RDPR,RDPR,RDPR,KRIDL,KRIDL,NRDWP / PRED,NRDWP / PRED,2015-16,2015-16,Dharwad,dharwad,dharwad,Kalaghatagi,Kalaghatagi,Kalaghatagi,Kalaghatagi,Tambur,Tambur,Junjanbail,Junjanbail,Junjanbail,Junjanbail,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,,,,,JBMP35832,JBMP35832,15.1537764,15.1537764,74.58203988,74.58203988,Borewell,borewell,borewell,859,859,859,1000,1000,1000,714000,714000,714000,Cabin,cabin,432000,432000,432000,282000,282000,282000,No,no,no,Yes,yes,yes,60 months,60 months,60,NA,,,No,no,no,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,Yes,yes,yes,,,,,,24 Hrs to 48 Hrs,24 hrs to 48 hrs,36,12mar2016,12mar2016,,,4,,0,0,0,0
RDPR,RDPR,RDPR,RDPR,KRIDL,KRIDL,NRDWP / PRED,NRDWP / PRED,2015-16,2015-16,Dharwad,dharwad,dharwad,Kalaghatagi,Kalaghatagi,Kalaghatagi,Kalaghatagi,Gambhyapur,Gambhyapur,Lingankoppa,Lingankoppa,Lingankoppa,Lingankoppa,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,,,,,LGC33249,LGC33249,15.18553212,15.18553212,74.58275088000001,74.58275088000001,Borewell,borewell,borewell,806,806,806,500,500,500,714000,714000,714000,Cabin,cabin,432000,432000,432000,282000,282000,282000,No,no,no,Yes,yes,yes,60 months,60 months,60,NA,,,No,no,no,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,Yes,yes,yes,,,,,,24 Hrs to 48 Hrs,24 hrs to 48 hrs,36,10mar2016,10mar2016,,,4,,0,0,0,0
RDPR,RDPR,RDPR,RDPR,KRIDL,KRIDL,NRDWP / PRED,NRDWP / PRED,2015-16,2015-16,Dharwad,dharwad,dharwad,Kalaghatagi,Kalaghatagi,Kalaghatagi,Kalaghatagi,Begur,Begur,Hullambi,Hullambi,Hullambi,Hullambi,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,,,,,Not Proper Maintenance,Not Proper Maintenance,15.18552672,15.18552672,74.58274296,74.58274296,Borewell,borewell,borewell,832,832,832,500,500,500,714000,714000,714000,Cabin,cabin,432000,432000,432000,282000,282000,282000,No,no,no,Yes,yes,yes,60 months,60 months,60,NA,,,No,no,no,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,Yes,yes,yes,,,,,,24 Hrs to 48 Hrs,24 hrs to 48 hrs,36,20/3/2016,20/3/2016,,,4,,0,0,0,0
RDPR,RDPR,RDPR,RDPR,KRIDL,KRIDL,NRDWP / PRED,NRDWP / PRED,2016-17,2016-17,Dharwad,dharwad,dharwad,Kalaghatagi,Kalaghatagi,Kalaghatagi,Kalaghatagi,Begur,Begur,Tumarikoppa,Tumarikoppa,Tumarikoppa,Tumarikoppa,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,,,,,TKMP36394,TKMP36394,15.1241112,15.1241112,74.57453959999999,74.57453959999999,Borewell,borewell,borewell,753,753,753,500,500,500,714000,714000,714000,Cabin,cabin,432000,432000,432000,282000,282000,282000,No,no,no,Yes,yes,yes,60 months,60 months,60,NA,,,No,no,no,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,Yes,yes,yes,,,,,,24 Hrs to 48 Hrs,24 hrs to 48 hrs,36,02sep2016,02sep2016,,,4,,0,0,0,0
RDPR,RDPR,RDPR,RDPR,KRIDL,KRIDL,NRDWP / PRED,NRDWP / PRED,2016-17,2016-17,Dharwad,dharwad,dharwad,Kalaghatagi,Kalaghatagi,Kalaghatagi,Kalaghatagi,Kuruvinakoppa,Kuruvinakoppa,B. Gudihal,B. Gudihal,B. Gudihal,B. Gudihal,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,,,,,Not Proper Maintenance,Not Proper Maintenance,15.288043,15.288043,75.00872200000001,75.00872200000001,Borewell,borewell,borewell,700,700,700,1000,1000,1000,714000,714000,714000,Cabin,cabin,432000,432000,432000,282000,282000,282000,No,no,no,Yes,yes,yes,60 months,60 months,60,NA,,,No,no,no,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,Yes,yes,yes,,,,,,24 Hrs to 48 Hrs,24 hrs to 48 hrs,36,10may2016,10may2016,,,4,,0,0,0,0
RDPR,RDPR,RDPR,RDPR,KRIDL,KRIDL,NRDWP / PRED,NRDWP / PRED,2016-17,2016-17,Dharwad,dharwad,dharwad,Kalaghatagi,Kalaghatagi,Kalaghatagi,Kalaghatagi,Sangameshwar,Sangameshwar,Sangameshwar,Sangameshwar,Sangameshwar,Sangameshwar,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,,,,,Not Proper Maintenance,Not Proper Maintenance,15.1123892,15.1123892,74.52400548,74.52400548,Borewell,borewell,borewell,634,634,634,1000,1000,1000,714000,714000,714000,Cabin,cabin,432000,432000,432000,282000,282000,282000,No,no,no,Yes,yes,yes,60 months,60 months,60,NA,,,No,no,no,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,Yes,yes,yes,,,,,,24 Hrs to 48 Hrs,24 hrs to 48 hrs,36,12apr2016,12apr2016,,,4,,0,0,0,0
RDPR,RDPR,RDPR,RDPR,KRIDL,KRIDL,NRDWP / PRED,NRDWP / PRED,2016-17,2016-17,Dharwad,dharwad,dharwad,Kalaghatagi,Kalaghatagi,Kalaghatagi,Kalaghatagi,Sangameshwar,Sangameshwar,Kudalagi,Kudalagi,Kudalagi,Kudalagi,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,,,,,Not Proper Maintenance,Not Proper Maintenance,15.12338508,15.12338508,74.52496343999999,74.52496343999999,Borewell,borewell,borewell,898,898,898,500,500,500,714000,714000,714000,Cabin,cabin,432000,432000,432000,282000,282000,282000,No,no,no,Yes,yes,yes,60 months,60 months,60,NA,,,No,no,no,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,Yes,yes,yes,,,,,,24 Hrs to 48 Hrs,24 hrs to 48 hrs,36,12apr2016,12apr2016,,,4,,0,0,0,0
RDPR,RDPR,RDPR,RDPR,KRIDL,KRIDL,NRDWP / PRED,NRDWP / PRED,2016-17,2016-17,Dharwad,dharwad,dharwad,Kalaghatagi,Kalaghatagi,Kalaghatagi,Kalaghatagi,Muttagi,Muttagi,B. Shigigatti (Shivanagar),B. Shigigatti (Shivanagar),B. Shigigatti (Shivanagar),B. Shigigatti (Shivanagar),KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,,,,,Not Proper Maintenance,Not Proper Maintenance,15.154662,15.154662,74.58484319999999,74.58484319999999,Borewell,borewell,borewell,845,845,845,500,500,500,714000,714000,714000,Cabin,cabin,432000,432000,432000,282000,282000,282000,No,no,no,Yes,yes,yes,60 months,60 months,60,NA,,,No,no,no,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,Yes,yes,yes,,,,,,24 Hrs to 48 Hrs,24 hrs to 48 hrs,36,06sep2016,06sep2016,,,4,,0,0,0,0
RDPR,RDPR,RDPR,RDPR,KRIDL,KRIDL,NRDWP / PRED,NRDWP / PRED,2016-17,2016-17,Dharwad,dharwad,dharwad,Kalaghatagi,Kalaghatagi,Kalaghatagi,Kalaghatagi,Sulikatti,Sulikatti,Masalikatti,Masalikatti,Masalikatti,Masalikatti,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,,,,,Not Proper Maintenance,Not Proper Maintenance,15.1124468,15.1124468,74.52400944,74.52400944,Borewell,borewell,borewell,819,819,819,500,500,500,714000,714000,714000,Cabin,cabin,432000,432000,432000,282000,282000,282000,No,no,no,Yes,yes,yes,60 months,60 months,60,NA,,,No,no,no,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,Yes,yes,yes,,,,,,24 Hrs to 48 Hrs,24 hrs to 48 hrs,36,15/9/2016,15/9/2016,,,4,,0,0,0,0
RDPR,RDPR,RDPR,RDPR,KRIDL,KRIDL,NRDWP / PRED,NRDWP / PRED,2016-17,2016-17,Dharwad,dharwad,dharwad,Kalaghatagi,Kalaghatagi,Kalaghatagi,Kalaghatagi,Tambur,Tambur,Shinganhalli,Shinganhalli,Shinganhalli,Shinganhalli,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,,,,,SNGMP36391,SNGMP36391,15.111167,15.111167,74.943281,74.943281,Borewell,borewell,borewell,793,793,793,1000,1000,1000,714000,714000,714000,Cabin,cabin,432000,432000,432000,282000,282000,282000,No,no,no,Yes,yes,yes,60 months,60 months,60,NA,,,No,no,no,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,Yes,yes,yes,,,,,,24 Hrs to 48 Hrs,24 hrs to 48 hrs,36,12sep2016,12sep2016,,,4,,0,0,0,0
RDPR,RDPR,RDPR,RDPR,KRIDL,KRIDL,NRDWP / PRED,NRDWP / PRED,2016-17,2016-17,Dharwad,dharwad,dharwad,Kalaghatagi,Kalaghatagi,Kalaghatagi,Kalaghatagi,Gambhyapur,Gambhyapur,Yemmetti,Yemmetti,Yemmetti,Yemmetti,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,,,,,YMMP36473,YMMP36473,15.283752,15.283752,75.00324500000001,75.00324500000001,Borewell,borewell,borewell,925,925,925,500,500,500,714000,714000,714000,Cabin,cabin,432000,432000,432000,282000,282000,282000,No,no,no,Yes,yes,yes,60 months,60 months,60,NA,,,No,no,no,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,Yes,yes,yes,,,,,,24 Hrs to 48 Hrs,24 hrs to 48 hrs,36,25/9/2016,25/9/2016,,,4,,0,0,0,0
RDPR,RDPR,RDPR,RDPR,KRIDL,KRIDL,NRDWP / PRED,NRDWP / PRED,2016-17,2016-17,Dharwad,dharwad,dharwad,Kalaghatagi,Kalaghatagi,Kalaghatagi,Kalaghatagi,Begur,Begur,Bisaralli,Bisaralli,Bisaralli,Bisaralli,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,,,,,Not Proper Maintenance,Not Proper Maintenance,15.13450732,15.13450732,74.58565968000001,74.58565968000001,Borewell,borewell,borewell,898,898,898,500,500,500,714000,714000,714000,Cabin,cabin,432000,432000,432000,282000,282000,282000,No,no,no,Yes,yes,yes,60 months,60 months,60,NA,,,No,no,no,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,Yes,yes,yes,,,,,,24 Hrs to 48 Hrs,24 hrs to 48 hrs,36,25/9/2016,25/9/2016,,,4,,0,0,0,0
RDPR,RDPR,RDPR,RDPR,KRIDL,KRIDL,NRDWP / PRED,NRDWP / PRED,2016-17,2016-17,Dharwad,dharwad,dharwad,Kalaghatagi,Kalaghatagi,Kalaghatagi,Kalaghatagi,Begur,Begur,Rangapur,Rangapur,Rangapur,Rangapur,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,,,,,Not Proper Maintenance,Not Proper Maintenance,15.12348948,15.12348948,74.57435672,74.57435672,Borewell,borewell,borewell,872,872,872,500,500,500,714000,714000,714000,Cabin,cabin,432000,432000,432000,282000,282000,282000,No,no,no,Yes,yes,yes,60 months,60 months,60,NA,,,No,no,no,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,KRIDL (KIOSK) M: 9036921654 Address: Alanavar Road Dharwad,Yes,yes,yes,,,,,,24 Hrs to 48 Hrs,24 hrs to 48 hrs,36,20/9/2016,20/9/2016,,,4,,0,0,0,0
