state,jjm_district,jjm_block,jjm_panchayat_id,jjm_panchayat,jjm_village_id,jjm_village,lgd_village_id,lgd_village,district_from_header,source_file,serial_no,shrid2,state_name,district_name,subdistrict_name,town_name,village_name,place_name,shrid_last6
Karnataka,Kodagu,Kushalanagar,0,0,661848,HULUGUNDA,923999,HULUGUNDA,Kodagu,Kodagu.xls,135,,,,,,,,
Karnataka,Kodagu,Madikeri,0,0,661743,KOTTURU,923893,KOTTURU,Kodagu,Kodagu.xls,187,,,,,,,,
Karnataka,Kodagu,Kushalanagar,0,0,661842,MADALAPURA,939033,SHIRAHOLALU,Kodagu,Kodagu.xls,207,,,,,,,,
Karnataka,Kodagu,Kushalanagar,62416,GUDDEHOSUR,701119,MADAPATNA,923978,MADAPATNA,Kodagu,Kodagu.xls,208,,,,,,,,
Karnataka,Kodagu,Ponnampet,62468,PONNAMPET,153578,MUGUTAGERI,924029,MUGUTAGERI,Kodagu,Kodagu.xls,228,,,,,,,,
Karnataka,Kodagu,Ponnampet,62455,THITHIMATHI,702206,NOKYA SIDDAPURA,939080,NOKYA SIDDAPURA,Kodagu,Kodagu.xls,259,,,,,,,,
Karnataka,Kodagu,Madikeri,62383,Peraje,661768,P PERAJE,923915,P.PERAJE,Kodagu,Kodagu.xls,260,,,,,,,,
Karnataka,Kodagu,Somvarpet,62397,Shanivarasanthe,153385,Sanivarsanthe,939272,HOSAHALLI ( SHANIVARASANTHE HOBLI),Kodagu,Kodagu.xls,270,,,,,,,,
Karnataka,Kodagu,Kushalanagar,62421,Torenur,661864,SIDDALINGAPURA,924018,SIDDALINGAPURA,Kodagu,Kodagu.xls,275,,,,,,,,
Karnataka,Kodagu,Ponnampet,62461,SRIMANGALA,695839,SRIMANAGALA,924065,SRIMANAGALA,Kodagu,Kodagu.xls,282,,,,,,,,
Karnataka,Kodagu,Virajpet,62435,BITTANGALA,153530,V Badaga,924037,KANDAGALA,Kodagu,Kodagu.xls,294,,,,,,,,
Karnataka,Kodagu,Somvarpet,62410,Aigur,153466,Yadavanadu Forest 1,923921,YADAVANADU (EDAVARE majare Iguru),Kodagu,Kodagu.xls,295,,,,,,,,
Karnataka,Kolar,Bangarapet,236411,Thoppanahalli,589788,Bangaranatha,622635,Bangaranatha,Kolar,Kolar.xls,120,,,,,,,,
Karnataka,Kolar,Malur,62644,Madivala,155147,CHANNIGARAYAPURA,622219,Channarayapura,Kolar,Kolar.xls,265,,,,,,,,
Karnataka,Kolar,Kolar,0,0,589731,Charla Dinne,622078,Charaladinne,Kolar,Kolar.xls,268,,,,,,,,
Karnataka,Kolar,Bangarapet,62474,Chinna Kota,153638,Chinnakote,622847,Chinnakote (OG),Kolar,Kolar.xls,313,,,,,,,,
Karnataka,Kolar,Bangarapet,62474,Chinna Kota,153641,DEVAGANAHALLI,622848,Devaganahalli (OG),Kolar,Kolar.xls,356,,,,,,,,
Karnataka,Kolar,Bangarapet,0,0,589744,Dharmakrishnepalli,622706,Dharmakrishnepalli,Kolar,Kolar.xls,364,,,,,,,,
Karnataka,Kolar,Kolar,62633,Thoradevandahalli,589732,Ganeshpur,621991,Ganeshapura,Kolar,Kolar.xls,442,,,,,,,,
Karnataka,Kolar,Malur,62646,MASTHI,155165,GANGA SANDRA,622160,Gangasandra,Kolar,Kolar.xls,443,,,,,,,,
Karnataka,Kolar,Bangarapet,62474,Chinna Kota,153639,Kathihalli,622846,Kathihalli (OG),Kolar,Kolar.xls,755,,,,,,,,
Karnataka,Kolar,Kolar,62630,Doodahasala,155040,Kurubarahalli,622080,Kurubarahalli,Kolar,Kolar.xls,878,,,,,,,,
Karnataka,Kolar,Mulbagal,62685,Hanumanahalli,665098,Kurubarahalli,623023,Kurubarahalli,Kolar,Kolar.xls,880,,,,,,,,
Karnataka,Kolar,K G F,62483,PARANDAHALLI,153731,PARANDAHALLI,622755,Parandahalli(Part),Kolar,Kolar.xls,1158,,,,,,,,
Karnataka,Kolar,Malur,62647,HASANDAHALLI,696315,SONNANADODDI,622317,SONNANADODDI,Kolar,Kolar.xls,1326,,,,,,,,
Karnataka,Kolar,Bangarapet,62474,Chinna Kota,153642,THAMENAHALLI,622550,Thammenahalli,Kolar,Kolar.xls,1370,,,,,,,,
Karnataka,Kolar,K G F,0,0,589757,THIPPABOYENAHALLI,622733,Thippaboyenahalli,Kolar,Kolar.xls,1389,,,,,,,,
Karnataka,Kolar,Malur,62652,Nosagere,155249,UPASAPURA,622436,Upasapura,Kolar,Kolar.xls,1434,,,,,,,,
Karnataka,Kolar,Malur,62647,HASANDAHALLI,155386,VENKATAPURA,622357,VENKATAPURA,Kolar,Kolar.xls,1485,,,,,,,,
Karnataka,Kolar,Malur,62665,K.G.HALLI,694232,VENKATAPURA,621685,VENKATAPURA,Kolar,Kolar.xls,1489,,,,,,,,
Karnataka,Koppal,Kushtagi,64239,Jahagirgudadur,166027,Konapur,601521,Konapur,Koppal,Koppal.xls,339,,,,,,,,
Karnataka,Koppal,Gangavathi,64300,Vaddarahatti,588718,Vaddaratti,601604,Baglapura,Koppal,Koppal.xls,552,,,,,,,,
Karnataka,Mandya,Nagamangala,62948,DODDABALA,157425,Addi Halli,613798,ADDIHALLI,Mandya,Mandya.xls,10,,,,,,,,
Karnataka,Mandya,Malvalli,62876,Nagegowdanadoddi,157031,Anche Doddi,614749,Devalinganapura,Mandya,Mandya.xls,47,,,,,,,,
Karnataka,Mandya,Malvalli,62885,H.basapura,157065,Basavanahalli,614697,Basavana Halli,Mandya,Mandya.xls,140,,,,,,,,
Karnataka,Mandya,Krishnarajpet,62795,Bharathipura Cross,156635,Bedadahalli,926860,BEDADAHALLY,Mandya,Mandya.xls,145,,,,,,,,
Karnataka,Mandya,Krishnarajpet,62811,Ganjigere,156778,Bookahallikoppalu,613674,BUKAHALLIKOPPALU,Mandya,Mandya.xls,216,,,,,,,,
Karnataka,Mandya,Krishnarajpet,62807,Hariharapura,156751,Chamikoppalu,613571,CHAMIKOPPLU,Mandya,Mandya.xls,250,,,,,,,,
Karnataka,Mandya,Malvalli,62864,Purigali,156973,Chikkebagilu,614833,CHIKKEBBAGILU,Mandya,Mandya.xls,293,,,,,,,,
Karnataka,Mandya,Pandavapura,62977,Chikkade,157718,Devegowdanakoppalu,614185,DEVEGOWDANAKOPPALU,Mandya,Mandya.xls,358,,,,,,,,
Karnataka,Mandya,Nagamangala,62944,GONDENAHALLI,157385,Doddena Halli,613856,Doddenahalli,Mandya,Mandya.xls,387,,,,,,,,
Karnataka,Mandya,Krishnarajpet,62811,Ganjigere,156773,Ganjigerekoppalu,613673,GANJIGEREKOPPALU,Mandya,Mandya.xls,433,,,,,,,,
Karnataka,Mandya,Nagamangala,287959,Hulikere,157437,Gowdara Halli,613742,Gowdarahalli,Mandya,Mandya.xls,463,,,,,,,,
Karnataka,Mandya,Krishnarajpet,62800,Anagola,595375,Gowdenahally,926857,GOWDENAHALLY,Mandya,Mandya.xls,464,,,,,,,,
Karnataka,Mandya,Malvalli,62886,Bydarahalli,665310,Halagapura,614776,Halaganadoddi,Mandya,Mandya.xls,504,,,,,,,,
Karnataka,Mandya,Krishnarajpet,62797,Ballekere,156653,Hemmadahalli,926858,HEMMADAHALLY,Mandya,Mandya.xls,556,,,,,,,,
Karnataka,Mandya,Nagamangala,62962,HONAKERE,157610,Jodi Vaddara Halli,614036,VADDARAHALI,Mandya,Mandya.xls,659,,,,,,,,
Karnataka,Mandya,Shrirangapattana,63009,K. R. Sagara,157805,K.r. Sagara,942729,Krishnarajasagara,Mandya,Mandya.xls,677,,,,,,,,
Karnataka,Mandya,Malvalli,62882,D.halasahalli,157054,Kadampura,614732,Kaggalipura,Mandya,Mandya.xls,691,,,,,,,,
Karnataka,Mandya,Pandavapura,62975,T.S.CHATRA,157708,Kenchanahalli,614083,Kanchanahalli,Mandya,Mandya.xls,778,,,,,,,,
Karnataka,Mandya,Krishnarajpet,62804,Haralahalli,156723,M.hosur,926878,HOSURU,Mandya,Mandya.xls,874,,,,,,,,
Karnataka,Mandya,Malvalli,62891,T.k.halli,157095,N.kodihalli,614762,N.KODIHALLI,Mandya,Mandya.xls,1020,,,,,,,,
Karnataka,Mandya,Krishnarajpet,62804,Haralahalli,156711,Neethimangala,613483,NEETHIMANGALA,Mandya,Mandya.xls,1060,,,,,,,,
Karnataka,Mandya,Pandavapura,62965,Gummanahalli,665972,Ragimuddanahalli,614127,Moodanahalli,Mandya,Mandya.xls,1097,,,,,,,,
Karnataka,Mandya,Krishnarajpet,62791,Sindhagatta,595383,Shettynayakana Koppalu,613480,SHETTANAYAKANKOPPALU,Mandya,Mandya.xls,1164,,,,,,,,
Karnataka,Mandya,Krishnarajpet,62788,Bookanakere,156563,Vijaya Hosalli,613647,Kanchahalli,Mandya,Mandya.xls,1299,,,,,,,,
Karnataka,Mysuru,Mysuru,63135,Alanahalli,665697,Alanahally,618836,Alanahalli (OG),Mysuru,Mysuru.xls,25,,,,,,,,
Karnataka,Mysuru,Piriyapatna,63199,Malangi,158874,Anechowkuru,618279,Anechowkur Forest,Mysuru,Mysuru.xls,33,,,,,,,,
Karnataka,Mysuru,SARAGURU,0,0,157986,ANKUPURA,619013,Ankupura,Mysuru,Mysuru.xls,43,,,,,,,,
Karnataka,Mysuru,Tirumakudal-narsipur,63227,B.shettahalli,159029,B.shettahalli,619431,Settahalli,Mysuru,Mysuru.xls,72,,,,,,,,
Karnataka,Mysuru,Krishnarajanagara,63088,Hebbalu,158370,Beernahalli,618590,Beeranahalli,Mysuru,Mysuru.xls,114,,,,,,,,
Karnataka,Mysuru,Piriyapatna,63189,Bettadatunga,158799,Bettadakaval,618170,Bettadakaval,Mysuru,Mysuru.xls,137,,,,,,,,
Karnataka,Mysuru,Mysuru,299748,Chamundibetta,664413,Chamundibetta,618837,Chamundibetta (OG),Mysuru,Mysuru.xls,188,,,,,,,,
Karnataka,Mysuru,SARAGURU,63032,M.C. THALALU,157985,CHIKKAKUNDURU,619012,Chikkakundur,Mysuru,Mysuru.xls,222,,,,,,,,
Karnataka,Mysuru,Heggadadevankote,63019,Thumbasoge,157885,Chowdahalli,619120,Chowdahalli,Mysuru,Mysuru.xls,240,,,,,,,,
Karnataka,Mysuru,Piriyapatna,63183,Kanagalu,158757,Gobbalikaval,618091,Gobbalikaval,Mysuru,Mysuru.xls,331,,,,,,,,
Karnataka,Mysuru,Heggadadevankote,63039,N.Belthur,158061,Gundathur,619052,Gundathur,Mysuru,Mysuru.xls,358,,,,,,,,
Karnataka,Mysuru,Tirumakudal-narsipur,63222,Kolathuru,159012,Halavara Mata,619360,HALAVARAMATA,Mysuru,Mysuru.xls,377,,,,,,,,
Karnataka,Mysuru,SARAGURU,63027,MANUGANAHALLI,157942,HALEMANCHAHALLI,618976,Halemanchahalli,Mysuru,Mysuru.xls,381,,,,,,,,
Karnataka,Mysuru,Mysuru,299749,Hinkal,664401,Hinkal,618829,Hinkal (CT),Mysuru,Mysuru.xls,454,,,,,,,,
Karnataka,Mysuru,Heggadadevankote,63021,Hirehalli,157896,Hirehalli,619016,Hirehalli,Mysuru,Mysuru.xls,456,,,,,,,,
Karnataka,Mysuru,Mysuru,63129,Gungaralachathra,158548,Hosakote,618688,Hosakote,Mysuru,Mysuru.xls,484,,,,,,,,
Karnataka,Mysuru,Heggadadevankote,299730,HOSAHOLALU,676017,HOSAMALA,939277,ANTHARASANTHE KAVAL,Mysuru,Mysuru.xls,490,,,,,,,,
Karnataka,Mysuru,Hunsur,63048,Uyigondanahalli,590015,Hundimala,618443,Husenpuranala,Mysuru,Mysuru.xls,513,,,,,,,,
Karnataka,Mysuru,SARAGURU,63034,B. MATAKERE,158011,INURMARIGUDIJUNGLE,619111,AINURU MARIGUDI JANGAL,Mysuru,Mysuru.xls,532,,,,,,,,
Karnataka,Mysuru,SARAGURU,63034,B. MATAKERE,158026,IYANAPURA,619055,AYYANAPURA,Mysuru,Mysuru.xls,536,,,,,,,,
Karnataka,Mysuru,Nanjangud,63169,Deburu,158692,Kallahalli,619167,Kallahalli,Mysuru,Mysuru.xls,588,,,,,,,,
Karnataka,Mysuru,Nanjangud,63168,Deviramanahalli,158687,Karlapura,619169,Karlapura,Mysuru,Mysuru.xls,631,,,,,,,,
Karnataka,Mysuru,Piriyapatna,63198,Panchavlli,158863,Kathcuvinahalli Jungle,618292,Kachuvanahalli Jungle,Mysuru,Mysuru.xls,640,,,,,,,,
Karnataka,Mysuru,Mysuru,63109,Koorgally,158464,Koorgally,618827,Hutagalli (CT),Mysuru,Mysuru.xls,707,,,,,,,,
Karnataka,Mysuru,Mysuru,63118,Srirampura,664404,Lingabudipalya,618839,Lingambudi (OG),Mysuru,Mysuru.xls,765,,,,,,,,
Karnataka,Mysuru,Piriyapatna,63200,Muttur,158884,Lingapura Forest,618246,Lingapura Forest,Mysuru,Mysuru.xls,768,,,,,,,,
Karnataka,Mysuru,Mysuru,63115,Varuna,158482,Madapura,618807,MADHAPURA,Mysuru,Mysuru.xls,787,,,,,,,,
Karnataka,Mysuru,SARAGURU,63033,Hegganur,158004,MALLARAJAPURA,619082,Mallarajapura,Mysuru,Mysuru.xls,815,,,,,,,,
Karnataka,Mysuru,Piriyapatna,63198,Panchavlli,158862,Muddanahalli,618291,Muddanahalli *,Mysuru,Mysuru.xls,890,,,,,,,,
Karnataka,Mysuru,Nanjangud,63153,Dasanur,158635,Ramashettipura,619304,Ramasettipura,Mysuru,Mysuru.xls,987,,,,,,,,
Karnataka,Mysuru,Mysuru,63112,Rammanahally,158472,Rammanahally,618685,Ramanahalli,Mysuru,Mysuru.xls,991,,,,,,,,
Karnataka,Mysuru,Mysuru,63122,Hanchya,664411,Sathagalli,618835,Sathagalli (OG),Mysuru,Mysuru.xls,1019,,,,,,,,
Karnataka,Mysuru,Heggadadevankote,63039,N.Belthur,158059,Sundapura,619037,Sundapura,Mysuru,Mysuru.xls,1075,,,,,,,,
Karnataka,Mysuru,Piriyapatna,63205,Chikkanerale,158939,Vadderahosahalli Jungle,618174,Vaderahosahalli Jungle,Mysuru,Mysuru.xls,1140,,,,,,,,
Karnataka,RAMANAGARA,Kanakapura,59982,DODDAMUDAVADI,143085,BANDIGANAHALLI,626363,Bandiganahalli,RAMANAGARA,RAMANAGARA.xls,70,,,,,,,,
Karnataka,RAMANAGARA,Kanakapura,59962,BUDIGUPPE,142975,BOODIGUPPE,626469,Kanakapura (Rural),RAMANAGARA,RAMANAGARA.xls,116,,,,,,,,
Karnataka,RAMANAGARA,Magadi,60006,MATHIKERE,143262,CHITTANAHALLI,939013,CHITTANAHALLI.,RAMANAGARA,RAMANAGARA.xls,168,,,,,,,,
Karnataka,RAMANAGARA,Kanakapura,59975,Choodahalli,143040,CHOODAHALLI,626497,Choodahalli,RAMANAGARA,RAMANAGARA.xls,171,,,,,,,,
Karnataka,RAMANAGARA,Kanakapura,59949,I.GOLLAHALLI,142914,DODDAKOPPA,626571,Doddakoppa,RAMANAGARA,RAMANAGARA.xls,192,,,,,,,,
Karnataka,RAMANAGARA,Kanakapura,59963,KAGGALAHALLI,142980,HOSAGABBADI,626344,Gabbadi,RAMANAGARA,RAMANAGARA.xls,303,,,,,,,,
Karnataka,RAMANAGARA,Kanakapura,59959,Arekattedoddi(Kachuvanahalli),142962,HOSAHALLI,626506,Hosahalli,RAMANAGARA,RAMANAGARA.xls,304,,,,,,,,
Karnataka,RAMANAGARA,Kanakapura,59953,Bannimukkodlu,142933,IRRALAPODU,626625,Irlapodu,RAMANAGARA,RAMANAGARA.xls,331,,,,,,,,
Karnataka,RAMANAGARA,Channapatna,59852,THITTAMARANAHALLY,142105,KUNTHURUDODDI,626259,Chikka Maluru,RAMANAGARA,RAMANAGARA.xls,436,,,,,,,,
Karnataka,RAMANAGARA,Kanakapura,59978,NARAYANAPURA,143066,KUNURU,626483,Kunuru,RAMANAGARA,RAMANAGARA.xls,437,,,,,,,,
Karnataka,RAMANAGARA,Kanakapura,59966,SOMEDYAPANAHALLI,143007,MURKANI,626435,Murkani,RAMANAGARA,RAMANAGARA.xls,526,,,,,,,,
Karnataka,RAMANAGARA,Magadi,59990,MADABAL,589746,PAPASHASTRI PALYA,626034,Papasastripalya,RAMANAGARA,RAMANAGARA.xls,561,,,,,,,,
Karnataka,RAMANAGARA,Kanakapura,59977,T.HOSAHALLI,665293,PURADHADODDI,626385,PURADHA DODDI (MARALAWADI HOBLI),RAMANAGARA,RAMANAGARA.xls,568,,,,,,,,
Karnataka,RAMANAGARA,Kanakapura,59961,KOLLIGANAHALLI,665574,RAMASAGARA,626588,YAREHALLI,RAMANAGARA,RAMANAGARA.xls,576,,,,,,,,
Karnataka,RAMANAGARA,Magadi,59987,HANCHIKUPPE,607402,RANGACHARIPALYA,626033,Rangacharipalya,RAMANAGARA,RAMANAGARA.xls,578,,,,,,,,
Karnataka,Raichur,Raichur,63350,Baidoddi,696055,AGAPUR (D),600788,AGAPUR (D),Raichur,Raichur.xls,6,,,,,,,,
Karnataka,Raichur,Devadurga,63258,RAMADURGA,696053,ANBALKHED,600663,ANBALKHED,Raichur,Raichur.xls,24,,,,,,,,
Karnataka,Raichur,Devadurga,328114,JALAHALLI,700916,CHAPALKI,600540,CHAPALKI,Raichur,Raichur.xls,131,,,,,,,,
Karnataka,Raichur,Sindhanur,63385,Jawalgera,589906,Dibbanakedi {d),601156,Dibbanakhed,Raichur,Raichur.xls,177,,,,,,,,
Karnataka,Raichur,Devadurga,63258,RAMADURGA,699917,DURG,600665,DURG,Raichur,Raichur.xls,190,,,,,,,,
Karnataka,Raichur,Devadurga,63251,Nagadadinni,159193,Earalagudda,600721,Sutardinni,Raichur,Raichur.xls,192,,,,,,,,
Karnataka,Raichur,Devadurga,328115,JALAHALLI,700917,HAMPERGUNDI,600548,HAMPERGUNDI,Raichur,Raichur.xls,276,,,,,,,,
Karnataka,Raichur,Devadurga,63271,Masarkal,700919,HIREHONKUNI,600630,HIREHONKUNI,Raichur,Raichur.xls,314,,,,,,,,
Karnataka,Raichur,Devadurga,63265,H. Siddapur,692039,HORAHATTI,600555,HORAHATTI,Raichur,Raichur.xls,327,,,,,,,,
Karnataka,Raichur,Devadurga,63258,RAMADURGA,692040,JAVGUD,600661,JAVGUD,Raichur,Raichur.xls,382,,,,,,,,
Karnataka,Raichur,MASKI,63377,BAPPUR,700923,JOGALDINNI,601107,JOGALDINNI,Raichur,Raichur.xls,388,,,,,,,,
Karnataka,Raichur,Sindhanur,63385,Jawalgera,589904,Kanakanaikana Doddi,601150,Konganaikandoddi,Raichur,Raichur.xls,422,,,,,,,,
Karnataka,Raichur,Manvi,63340,Kurdi,160016,Kurdi Cros Camp,601027,Kumdhal,Raichur,Raichur.xls,476,,,,,,,,
Karnataka,Raichur,Devadurga,63259,Maladakal,699916,LAXMINARAYANAPURA,600669,LAXMINARAYANAPURA,Raichur,Raichur.xls,488,,,,,,,,
Karnataka,Raichur,Sindhanur,63385,Jawalgera,589902,Lokanaikana Doddi,601148,Locknaikandoddi,Raichur,Raichur.xls,491,,,,,,,,
Karnataka,Raichur,Raichur,63347,ATHKOOR,692037,MANGI GADDE,600755,MANGI GADDE,Raichur,Raichur.xls,528,,,,,,,,
Karnataka,Raichur,Sirawara,63323,MALLAT,159849,N.HOSUR,600959,Hosur.N,Raichur,Raichur.xls,583,,,,,,,,
Karnataka,Raichur,Devadurga,299870,Somanamaradi,699918,NAGLAPUR,600575,NAGLAPUR,Raichur,Raichur.xls,594,,,,,,,,
Karnataka,Raichur,Raichur,63350,Baidoddi,700924,TAMALGHAT (D),600787,TAMALGHAT (D),Raichur,Raichur.xls,719,,,,,,,,
Karnataka,Raichur,Devadurga,63258,RAMADURGA,696054,TIPPAPUR,600662,TIPPAPUR,Raichur,Raichur.xls,733,,,,,,,,
Karnataka,Raichur,Devadurga,328116,JALAHALLI,700918,YERKAMANDODDI,600550,YERKAMANDODDI,Raichur,Raichur.xls,813,,,,,,,,
Karnataka,Shivamogga,Shikarpur,63527,Harogoppa,644107,Anjanapura,607842,Anjanapura,Shivamogga,Shivamogga.xls,53,,,,,,,,
Karnataka,Shivamogga,Sorab,63618,Chandragutti,696311,BADADHABAILU,607520,BADADHABAILU,Shivamogga,Shivamogga.xls,95,,,,,,,,
Karnataka,Shivamogga,Shikarpur,63527,Harogoppa,665440,Chikkakoralahalli,607844,Chikkoralahalli,Shivamogga,Shivamogga.xls,273,,,,,,,,
Karnataka,Shivamogga,Sorab,63631,Ulavi,161748,Devagodikoppa,607635,Devagundikoppa,Shivamogga,Shivamogga.xls,315,,,,,,,,
Karnataka,Shivamogga,Shivamogga,300011,TUPPURU,161254,Halakuni,917445,HALKUNI,Shivamogga,Shivamogga.xls,430,,,,,,,,
Karnataka,Shivamogga,Sagar,63479,Keladi,160900,Haroguttige,925036,HAREGOPPA,Shivamogga,Shivamogga.xls,473,,,,,,,,
Karnataka,Shivamogga,Sorab,63595,Jade,665880,Hole Koppa,607398,Halekoppa,Shivamogga,Shivamogga.xls,531,,,,,,,,
Karnataka,Shivamogga,Shivamogga,63562,Agasavalli,665771,Hosur,608315,Hosuru,Shivamogga,Shivamogga.xls,587,,,,,,,,
Karnataka,Shivamogga,Shikarpur,63556,Belagavi,161232,Javagatte,607712,JAVAGATTE,Shivamogga,Shivamogga.xls,648,,,,,,,,
Karnataka,Shivamogga,Shikarpur,63527,Harogoppa,665431,Kambaduru,607839,Kambadooru,Shivamogga,Shivamogga.xls,717,,,,,,,,
Karnataka,Shivamogga,Sagar,63497,Kanle,665414,Keluve,926086,KELUVE,Shivamogga,Shivamogga.xls,788,,,,,,,,
Karnataka,Shivamogga,Sagar,63495,Nadakalasi,160937,Kerodi,925367,KERODII,Shivamogga,Shivamogga.xls,802,,,,,,,,
Karnataka,Shivamogga,Shikarpur,63527,Harogoppa,665418,Kesarghatta(be),607845,Kesaraghatta,Shivamogga,Shivamogga.xls,807,,,,,,,,
Karnataka,Shivamogga,Sagar,63497,Kanle,665411,Mandagalale,926087,MANDAGALALE,Shivamogga,Shivamogga.xls,976,,,,,,,,
Karnataka,Shivamogga,Shivamogga,63570,Hosahalli,161296,Mullakere,925131,MULLUKERE,Shivamogga,Shivamogga.xls,1048,,,,,,,,
Karnataka,Shivamogga,Sorab,63608,Tatturu,161500,Oddigere,925233,THATHURU VADDIGERE,Shivamogga,Shivamogga.xls,1135,,,,,,,,
Karnataka,Shivamogga,Sagar,63490,Padavagodu,160903,Padavagodu,925366,PADAVAGODUU,Shivamogga,Shivamogga.xls,1138,,,,,,,,
Karnataka,Shivamogga,Sagar,63503,Herenelluru,665407,Sannamane,925024,SANNAMANE,Shivamogga,Shivamogga.xls,1188,,,,,,,,
Karnataka,Shivamogga,Sagar,63492,Bhimaneri,665389,Suranagadde,925015,SURANAGADDE,Shivamogga,Shivamogga.xls,1269,,,,,,,,
Karnataka,Shivamogga,Sagar,63503,Herenelluru,665402,Tattegundi,925026,TATTEGUNDI,Shivamogga,Shivamogga.xls,1292,,,,,,,,
Karnataka,Shivamogga,Sagar,63492,Bhimaneri,665393,TORAVAGADU,607138,Talakalale,Shivamogga,Shivamogga.xls,1346,,,,,,,,
Karnataka,Shivamogga,Shivamogga,63592,Umblebilu,161401,Totadakere,925200,TOTADAKERE,Shivamogga,Shivamogga.xls,1348,,,,,,,,
Karnataka,Shivamogga,Sorab,63595,Jade,161420,Varadikoppa,607401,Varadikoppa,Shivamogga,Shivamogga.xls,1380,,,,,,,,
Karnataka,Shivamogga,Sorab,63595,Jade,702936,YADAGOPPA,607399,YADAGOPPA,Shivamogga,Shivamogga.xls,1399,,,,,,,,
Karnataka,Shivamogga,Sagar,63503,Herenelluru,665395,YALAKUNDLI,925027,YALAKUNDLI,Shivamogga,Shivamogga.xls,1408,,,,,,,,
Karnataka,TUMAKURU,Turuvekere,63971,KONDAJJI,588550,BANTARAHALLI,612308,Bantarahalli,TUMAKURU,TUMAKURU.xls,191,,,,,,,,
Karnataka,TUMAKURU,Madhugiri,63813,BRAMHASAMUDRA,163221,BRAMHASAMUDRA,610891,Brahmasamudra,TUMAKURU,TUMAKURU.xls,350,,,,,,,,
Karnataka,TUMAKURU,Madhugiri,63807,KALIDEVAPURA,586142,BYRAPURA,610930,Byrapura,TUMAKURU,TUMAKURU.xls,403,,,,,,,,
Karnataka,TUMAKURU,Koratagere,63741,HANCHIHALLI,588560,CHIGARANAHALLI,611091,Chigaranahalli,TUMAKURU,TUMAKURU.xls,449,,,,,,,,
Karnataka,TUMAKURU,Pavagada,63839,Chikkahalli,163397,CHIKKAHALLY,610522,Chikkahalli,TUMAKURU,TUMAKURU.xls,466,,,,,,,,
Karnataka,TUMAKURU,Chiknayakanhalli,63690,Mathighatta,162138,DASIHALLI,610205,Dasihalli,TUMAKURU,TUMAKURU.xls,585,,,,,,,,
Karnataka,TUMAKURU,Madhugiri,63810,SINGANAHALLI,163204,DODDENAHALLI,610917,Doddenahalli,TUMAKURU,TUMAKURU.xls,654,,,,,,,,
Karnataka,TUMAKURU,Sira,0,0,163608,HALKURU KAVAL,610387,Halkur Kaval,TUMAKURU,TUMAKURU.xls,857,,,,,,,,
Karnataka,TUMAKURU,Chiknayakanhalli,0,0,162108,HARAGONDAHAHALLI,610173,Harogondanahalli,TUMAKURU,TUMAKURU.xls,899,,,,,,,,
Karnataka,TUMAKURU,Madhugiri,63797,GANJALAGUNTE,586141,K.G.THIPPAPURA,610815,K.G.Thippapura,TUMAKURU,TUMAKURU.xls,1145,,,,,,,,
Karnataka,TUMAKURU,Sira,63878,Bhuvanahalli,163574,KALLUKOTE,610366,Kallukote,TUMAKURU,TUMAKURU.xls,1225,,,,,,,,
Karnataka,TUMAKURU,Kunigal,63767,Kithanamangala,162844,KITHNAMANGALA AMANIKERE,612611,Kithanamangala Amanikere,TUMAKURU,TUMAKURU.xls,1378,,,,,,,,
Karnataka,TUMAKURU,Sira,63883,HONNAGONDANAHALLI,588538,KUSUKUNTE KAVAL,610368,Kusukunte Kaval,TUMAKURU,TUMAKURU.xls,1515,,,,,,,,
Karnataka,TUMAKURU,Madhugiri,63816,Reddyhalli,163244,LAKSHMIPURA,610822,Lakshmipura,TUMAKURU,TUMAKURU.xls,1539,,,,,,,,
Karnataka,TUMAKURU,Koratagere,0,0,588561,MADHAVARAYANAPALYA,611226,Madhavarayanapalya,TUMAKURU,TUMAKURU.xls,1603,,,,,,,,
Karnataka,TUMAKURU,Gubbi,0,0,588642,MALLASANDRA KATTE,611647,Mallasandra Katte,TUMAKURU,TUMAKURU.xls,1641,,,,,,,,
Karnataka,TUMAKURU,Tumakuru,63932,Malasandra,164019,MALLASANDRA VOLAGERE KAVAL,611447,Mallasandra PALYA,TUMAKURU,TUMAKURU.xls,1642,,,,,,,,
Karnataka,TUMAKURU,Tumakuru,63937,OORKERE,164060,MARALENAHALLI,938653,MARALENAHALLI,TUMAKURU,TUMAKURU.xls,1683,,,,,,,,
Karnataka,TUMAKURU,Gubbi,63702,Allilughatta,594555,MUDLAHALLI,611664,Mudlahalli,TUMAKURU,TUMAKURU.xls,1781,,,,,,,,
Karnataka,TUMAKURU,Sira,0,0,163532,NARASIPURA,610298,Narasipura,TUMAKURU,TUMAKURU.xls,1853,,,,,,,,
Karnataka,TUMAKURU,Pavagada,63832,Ryapa,163359,ROPPA,610635,Pavagada (Rural),TUMAKURU,TUMAKURU.xls,2048,,,,,,,,
Karnataka,TUMAKURU,Sira,63878,Bhuvanahalli,163579,SIRA RURAL,610386,Sira (Rural),TUMAKURU,TUMAKURU.xls,2195,,,,,,,,
Karnataka,TUMAKURU,Kunigal,63772,HUTHRIDURGA,665779,TAREMARADAPALYA,612558,Taremaradapalya,TUMAKURU,TUMAKURU.xls,2268,,,,,,,,
